# Monster spawn data generated from DumpStaticGridOccupancyLog()
#
# Mega grid layout in world space (+Z upward):
# 7 8 9
# 4 5 6
# 1 2 3
#
# ID rule: mega_id = mega_z * 3 + mega_x + 1
# Internal mega coords are 0-based.
#
CONFIG|grid_min=(-600,-200)|grid_max_exclusive=(600,1000)|grid_size=(1200,1200)|mega_grid_size=(400,400)|center_spawn_size=(200,200)|allow_shared_non_boss_cells=0|non_boss_ignore_occupancy_mega_ids=[5]|rng_seed=20260416
SPAWN|index=391|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-13,0,392)|yaw_deg=311.086|rot=(0.000000,0.414011,0.000000,-0.910272)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=392|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(93,0,455)|yaw_deg=267.191|rot=(0.000000,0.724227,0.000000,-0.689561)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=393|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-87,0,418)|yaw_deg=200.803|rot=(0.000000,0.983566,0.000000,-0.180548)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=394|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-5,0,331)|yaw_deg=181.054|rot=(0.000000,0.999958,0.000000,-0.009201)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=395|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(57,0,415)|yaw_deg=126.484|rot=(0.000000,0.892916,0.000000,0.450224)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=396|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(43,0,464)|yaw_deg=51.935|rot=(0.000000,0.437864,0.000000,0.899041)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=397|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(90,0,379)|yaw_deg=332.651|rot=(0.000000,0.236408,0.000000,-0.971654)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=398|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(6,0,323)|yaw_deg=235.165|rot=(0.000000,0.886345,0.000000,-0.463026)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=399|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(72,0,386)|yaw_deg=65.526|rot=(0.000000,0.541168,0.000000,0.840914)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=400|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-93,0,492)|yaw_deg=54.819|rot=(0.000000,0.460348,0.000000,0.887739)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=401|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(33,0,456)|yaw_deg=177.238|rot=(0.000000,0.999710,0.000000,0.024099)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=402|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-69,0,362)|yaw_deg=154.931|rot=(0.000000,0.976165,0.000000,0.217028)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=403|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(17,0,468)|yaw_deg=199.525|rot=(0.000000,0.985519,0.000000,-0.169566)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=404|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-47,0,426)|yaw_deg=48.240|rot=(0.000000,0.408646,0.000000,0.912693)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=405|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-64,0,408)|yaw_deg=36.052|rot=(0.000000,0.309450,0.000000,0.950916)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=406|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(97,0,415)|yaw_deg=130.469|rot=(0.000000,0.908028,0.000000,0.418909)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=407|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-22,0,352)|yaw_deg=161.676|rot=(0.000000,0.987242,0.000000,0.159229)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=408|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(31,0,369)|yaw_deg=294.791|rot=(0.000000,0.538839,0.000000,-0.842409)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=409|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-86,0,303)|yaw_deg=345.817|rot=(0.000000,0.123450,0.000000,-0.992351)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=410|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(89,0,369)|yaw_deg=173.016|rot=(0.000000,0.998143,0.000000,0.060907)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=411|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(79,0,403)|yaw_deg=67.942|rot=(0.000000,0.558775,0.000000,0.829319)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=412|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-59,0,322)|yaw_deg=246.416|rot=(0.000000,0.836687,0.000000,-0.547681)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=413|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-21,0,321)|yaw_deg=90.479|rot=(0.000000,0.710057,0.000000,0.704145)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=414|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-14,0,446)|yaw_deg=85.888|rot=(0.000000,0.681282,0.000000,0.732021)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=415|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-58,0,428)|yaw_deg=91.310|rot=(0.000000,0.715145,0.000000,0.698976)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=416|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(79,0,437)|yaw_deg=326.551|rot=(0.000000,0.287773,0.000000,-0.957699)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=417|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(92,0,405)|yaw_deg=33.301|rot=(0.000000,0.286532,0.000000,0.958071)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=418|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-15,0,436)|yaw_deg=25.390|rot=(0.000000,0.219761,0.000000,0.975554)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=419|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(97,0,377)|yaw_deg=1.754|rot=(0.000000,0.015304,0.000000,0.999883)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=420|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(65,0,412)|yaw_deg=235.326|rot=(0.000000,0.885694,0.000000,-0.464269)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=421|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(33,0,486)|yaw_deg=245.136|rot=(0.000000,0.842752,0.000000,-0.538303)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=422|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(27,0,380)|yaw_deg=60.454|rot=(0.000000,0.503429,0.000000,0.864036)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=423|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-38,0,308)|yaw_deg=146.918|rot=(0.000000,0.958616,0.000000,0.284703)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=424|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-84,0,399)|yaw_deg=108.090|rot=(0.000000,0.809479,0.000000,0.587149)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=425|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-92,0,458)|yaw_deg=359.428|rot=(0.000000,0.004991,0.000000,-0.999988)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=426|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-77,0,325)|yaw_deg=158.116|rot=(0.000000,0.981819,0.000000,0.189817)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=427|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-8,0,302)|yaw_deg=53.429|rot=(0.000000,0.449542,0.000000,0.893259)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=428|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(99,0,415)|yaw_deg=149.996|rot=(0.000000,0.965916,0.000000,0.258856)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=429|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(94,0,301)|yaw_deg=141.303|rot=(0.000000,0.943520,0.000000,0.331315)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=430|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(50,0,361)|yaw_deg=278.869|rot=(0.000000,0.650315,0.000000,-0.759664)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=431|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-77,0,438)|yaw_deg=56.810|rot=(0.000000,0.475701,0.000000,0.879607)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=432|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(24,0,375)|yaw_deg=73.220|rot=(0.000000,0.596362,0.000000,0.802715)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=433|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(51,0,479)|yaw_deg=269.001|rot=(0.000000,0.713246,0.000000,-0.700913)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=434|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(8,0,422)|yaw_deg=238.566|rot=(0.000000,0.872213,0.000000,-0.489126)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=435|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-45,0,301)|yaw_deg=85.003|rot=(0.000000,0.675612,0.000000,0.737257)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=436|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(94,0,497)|yaw_deg=149.667|rot=(0.000000,0.965170,0.000000,0.261624)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=437|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-36,0,477)|yaw_deg=113.038|rot=(0.000000,0.834068,0.000000,0.551662)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=438|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-54,0,307)|yaw_deg=110.440|rot=(0.000000,0.821349,0.000000,0.570427)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=439|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-18,0,337)|yaw_deg=285.660|rot=(0.000000,0.604181,0.000000,-0.796847)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=440|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-12,0,361)|yaw_deg=117.073|rot=(0.000000,0.852974,0.000000,0.521953)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=441|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(59,0,497)|yaw_deg=295.910|rot=(0.000000,0.530584,0.000000,-0.847632)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=442|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(7,0,423)|yaw_deg=149.340|rot=(0.000000,0.964419,0.000000,0.264378)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=443|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(79,0,455)|yaw_deg=144.677|rot=(0.000000,0.952866,0.000000,0.303391)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=444|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(96,0,406)|yaw_deg=335.248|rot=(0.000000,0.214327,0.000000,-0.976762)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=445|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-49,0,385)|yaw_deg=1.413|rot=(0.000000,0.012334,0.000000,0.999924)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=446|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(51,0,492)|yaw_deg=281.620|rot=(0.000000,0.631892,0.000000,-0.775057)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=447|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(98,0,329)|yaw_deg=203.515|rot=(0.000000,0.979018,0.000000,-0.203772)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=448|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(9,0,318)|yaw_deg=309.745|rot=(0.000000,0.424636,0.000000,-0.905364)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=449|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-34,0,434)|yaw_deg=90.576|rot=(0.000000,0.710655,0.000000,0.703541)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=450|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-47,0,380)|yaw_deg=184.635|rot=(0.000000,0.999182,0.000000,-0.040436)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=451|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(94,0,439)|yaw_deg=275.508|rot=(0.000000,0.672315,0.000000,-0.740265)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=452|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(79,0,330)|yaw_deg=283.577|rot=(0.000000,0.618563,0.000000,-0.785735)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=453|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-74,0,328)|yaw_deg=174.177|rot=(0.000000,0.998709,0.000000,0.050795)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=454|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-45,0,319)|yaw_deg=86.869|rot=(0.000000,0.687527,0.000000,0.726159)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=455|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-61,0,452)|yaw_deg=174.729|rot=(0.000000,0.998942,0.000000,0.045979)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=456|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-92,0,374)|yaw_deg=159.270|rot=(0.000000,0.983681,0.000000,0.179921)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=457|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(65,0,397)|yaw_deg=73.001|rot=(0.000000,0.594826,0.000000,0.803854)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=458|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(92,0,446)|yaw_deg=190.927|rot=(0.000000,0.995457,0.000000,-0.095215)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=459|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-20,0,304)|yaw_deg=250.930|rot=(0.000000,0.814468,0.000000,-0.580209)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=460|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-37,0,408)|yaw_deg=285.032|rot=(0.000000,0.608541,0.000000,-0.793522)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=461|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(86,0,332)|yaw_deg=327.235|rot=(0.000000,0.282045,0.000000,-0.959401)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=462|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(89,0,465)|yaw_deg=38.932|rot=(0.000000,0.333244,0.000000,0.942841)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=463|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-77,0,324)|yaw_deg=271.081|rot=(0.000000,0.700405,0.000000,-0.713746)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=464|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-66,0,495)|yaw_deg=293.756|rot=(0.000000,0.546421,0.000000,-0.837510)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=465|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(61,0,444)|yaw_deg=14.314|rot=(0.000000,0.124589,0.000000,0.992208)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=466|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(95,0,486)|yaw_deg=223.400|rot=(0.000000,0.929133,0.000000,-0.369746)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=467|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-57,0,325)|yaw_deg=69.175|rot=(0.000000,0.567666,0.000000,0.823259)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=468|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-62,0,461)|yaw_deg=142.364|rot=(0.000000,0.946549,0.000000,0.322561)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=469|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(76,0,462)|yaw_deg=37.387|rot=(0.000000,0.320503,0.000000,0.947248)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=470|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(63,0,355)|yaw_deg=98.990|rot=(0.000000,0.760351,0.000000,0.649512)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=471|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-42,0,398)|yaw_deg=74.888|rot=(0.000000,0.607983,0.000000,0.793950)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=472|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-75,0,330)|yaw_deg=84.014|rot=(0.000000,0.669223,0.000000,0.743062)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=473|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-16,0,301)|yaw_deg=58.515|rot=(0.000000,0.488739,0.000000,0.872430)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=474|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(90,0,354)|yaw_deg=137.549|rot=(0.000000,0.932164,0.000000,0.362036)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=475|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-41,0,483)|yaw_deg=80.955|rot=(0.000000,0.649147,0.000000,0.760663)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=476|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(77,0,383)|yaw_deg=68.344|rot=(0.000000,0.561678,0.000000,0.827356)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=477|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-17,0,474)|yaw_deg=88.019|rot=(0.000000,0.694780,0.000000,0.719222)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=478|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-32,0,316)|yaw_deg=177.500|rot=(0.000000,0.999762,0.000000,0.021814)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=479|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-82,0,487)|yaw_deg=315.391|rot=(0.000000,0.379532,0.000000,-0.925179)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=480|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(47,0,397)|yaw_deg=258.613|rot=(0.000000,0.773770,0.000000,-0.633467)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=481|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(18,0,413)|yaw_deg=28.300|rot=(0.000000,0.244463,0.000000,0.969659)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=482|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(90,0,371)|yaw_deg=209.352|rot=(0.000000,0.967375,0.000000,-0.253349)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=483|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(18,0,440)|yaw_deg=44.671|rot=(0.000000,0.380026,0.000000,0.924976)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=484|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(34,0,328)|yaw_deg=353.325|rot=(0.000000,0.058216,0.000000,-0.998304)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=485|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-8,0,350)|yaw_deg=17.194|rot=(0.000000,0.149483,0.000000,0.988764)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=486|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(55,0,308)|yaw_deg=215.837|rot=(0.000000,0.951496,0.000000,-0.307662)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=487|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-85,0,435)|yaw_deg=158.041|rot=(0.000000,0.981696,0.000000,0.190455)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=488|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-56,0,347)|yaw_deg=48.082|rot=(0.000000,0.407391,0.000000,0.913254)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=489|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-89,0,434)|yaw_deg=176.201|rot=(0.000000,0.999451,0.000000,0.033142)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=490|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(4,0,378)|yaw_deg=283.746|rot=(0.000000,0.617410,0.000000,-0.786642)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=491|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(31,0,387)|yaw_deg=276.079|rot=(0.000000,0.668617,0.000000,-0.743607)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=492|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(31,0,485)|yaw_deg=341.532|rot=(0.000000,0.160464,0.000000,-0.987042)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=493|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(13,0,387)|yaw_deg=148.033|rot=(0.000000,0.961341,0.000000,0.275362)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=494|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(31,0,473)|yaw_deg=236.799|rot=(0.000000,0.879651,0.000000,-0.475619)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=495|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-35,0,490)|yaw_deg=269.961|rot=(0.000000,0.707345,0.000000,-0.706869)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=496|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-20,0,406)|yaw_deg=214.007|rot=(0.000000,0.956288,0.000000,-0.292428)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=497|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-69,0,348)|yaw_deg=227.384|rot=(0.000000,0.915717,0.000000,-0.401824)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=498|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-79,0,402)|yaw_deg=197.092|rot=(0.000000,0.988897,0.000000,-0.148603)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=499|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(37,0,451)|yaw_deg=289.711|rot=(0.000000,0.575641,0.000000,-0.817703)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=500|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(21,0,333)|yaw_deg=299.596|rot=(0.000000,0.503048,0.000000,-0.864259)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=501|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-56,0,420)|yaw_deg=142.134|rot=(0.000000,0.945898,0.000000,0.324463)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=502|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(77,0,349)|yaw_deg=263.190|rot=(0.000000,0.747854,0.000000,-0.663864)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=503|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(97,0,349)|yaw_deg=87.368|rot=(0.000000,0.690679,0.000000,0.723162)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=504|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-39,0,488)|yaw_deg=188.224|rot=(0.000000,0.997426,0.000000,-0.071708)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=505|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(53,0,393)|yaw_deg=322.619|rot=(0.000000,0.320458,0.000000,-0.947263)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=506|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-44,0,406)|yaw_deg=126.367|rot=(0.000000,0.892457,0.000000,0.451133)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=507|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-26,0,301)|yaw_deg=356.823|rot=(0.000000,0.027722,0.000000,-0.999616)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=508|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-2,0,454)|yaw_deg=52.362|rot=(0.000000,0.441211,0.000000,0.897404)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=509|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-63,0,477)|yaw_deg=167.151|rot=(0.000000,0.993720,0.000000,0.111893)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=510|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-27,0,366)|yaw_deg=20.751|rot=(0.000000,0.180098,0.000000,0.983649)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=511|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(28,0,333)|yaw_deg=171.006|rot=(0.000000,0.996922,0.000000,0.078405)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=512|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-47,0,477)|yaw_deg=273.498|rot=(0.000000,0.685193,0.000000,-0.728361)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=513|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-54,0,348)|yaw_deg=335.284|rot=(0.000000,0.214023,0.000000,-0.976829)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=514|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(56,0,470)|yaw_deg=231.433|rot=(0.000000,0.900952,0.000000,-0.433919)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=515|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-28,0,358)|yaw_deg=84.010|rot=(0.000000,0.669193,0.000000,0.743089)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=516|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(96,0,416)|yaw_deg=119.961|rot=(0.000000,0.865855,0.000000,0.500296)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=517|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-23,0,397)|yaw_deg=347.568|rot=(0.000000,0.108273,0.000000,-0.994121)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=518|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(23,0,469)|yaw_deg=176.146|rot=(0.000000,0.999434,0.000000,0.033627)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=519|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-24,0,450)|yaw_deg=109.799|rot=(0.000000,0.818147,0.000000,0.575009)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=520|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-66,0,367)|yaw_deg=45.270|rot=(0.000000,0.384860,0.000000,0.922975)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=521|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(-83,0,350)|yaw_deg=88.178|rot=(0.000000,0.695773,0.000000,0.718262)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=522|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(41,0,434)|yaw_deg=115.774|rot=(0.000000,0.847002,0.000000,0.531589)|rule=ignore_occupancy_in_center_200x200
SPAWN|index=523|type="Ghoul"|mega_id=5|mega=(1,1)|pos=(93,0,469)|yaw_deg=243.400|rot=(0.000000,0.850812,0.000000,-0.525470)|rule=ignore_occupancy_in_center_200x200
